CÓDIGO DO PROCEDIMENTO NO SIGTAP;PROCEDIMENTO CIRÚRGICO;QUANTIDADE DE SOLICITAÇÕES NA FILA ATÉ DIA 31/12/22;Redução do Tamanho da Fila (%);Prazo para reduzir o % proposto (em meses);Qtde de cirurgias a serem feitas no prazo pactuado;SQ (CODIGO Interno;UF;STATUS
408040050;ARTROPLASTIA PARCIAL DE QUADRIL;3;0.0;;0;100328;ESPIRITO SANTO;APROVADO
408040157;OSTEOTOMIA DA PELVE;3;0.0;;0;100329;ESPIRITO SANTO;APROVADO
408050764;TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO;3;0.0;;0;100330;ESPIRITO SANTO;APROVADO
408050918;TRATAMENTO CIRÚRGICO DO HALUX VALGUS S/ OSTEOTOMIA DO PRIMEIRO OSSO METATARSIANO;3;0.0;;0;100331;ESPIRITO SANTO;APROVADO
408060093;DESCOMPRESSÃO COM ESVAZIAMENTO MEDULAR POR BROCAGEM / VIA CORTICOTOMIA;3;0.0;;0;100332;ESPIRITO SANTO;APROVADO
408060131;EXPLORAÇÃO ARTICULAR C/ OU S/ SINOVECTOMIA DE PEQUENAS ARTICULAÇÕES;3;0.0;;0;100333;ESPIRITO SANTO;APROVADO
408060530;TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA MÚLTIPLA;3;0.0;;0;100334;ESPIRITO SANTO;APROVADO
408060581;TRATAMENTO CIRÚRGICO DE DEFORMIDADE ARTICULAR POR RETRACAO TENO-CAPSULO-LIGAMENTAR;3;0.0;;0;100335;ESPIRITO SANTO;APROVADO
408060700;TRATAMENTO CIRÚRGICO DE SINDACTILIA SIMPLES (DOIS DEDOS);3;0.0;;0;100336;ESPIRITO SANTO;APROVADO
409010090;CISTOSTOMIA;3;0.0;;0;100337;ESPIRITO SANTO;APROVADO
409010553;URETEROENTEROSTOMIA;3;0.0;;0;100338;ESPIRITO SANTO;APROVADO
409040169;ORQUIECTOMIA UNILATERAL;3;0.0;;0;100339;ESPIRITO SANTO;APROVADO
409050016;AMPUTACAO DE PENIS;3;0.0;;0;100340;ESPIRITO SANTO;APROVADO
409070220;TRATAMENTO CIRURGICO DE COAPTACAO DE NINFAS;3;0.0;;0;100341;ESPIRITO SANTO;APROVADO
412020050;RESSECÇÃO DE TUMOR DO MEDIASTINO;3;0.0;;0;100342;ESPIRITO SANTO;APROVADO
412040174;TORACOTOMIA EXPLORADORA;3;0.0;;0;100343;ESPIRITO SANTO;APROVADO
413040020;CORREÇÃO DE RETRAÇÃO CICATRICIAL VÁRIOS ESTÁGIOS;3;0.0;;0;100344;ESPIRITO SANTO;APROVADO
416020178;LINFADENECTOMIA CERVICAL SUPRAOMO-HIOIDEA UNILATERAL EM ONCOLOGIA;3;0.0;;0;100345;ESPIRITO SANTO;APROVADO
416030157;RESSECÇÃO PARCIAL DE LÁBIO COM ENXERTO OU RETALHO EM ONCOLOGIA;3;0.0;;0;100346;ESPIRITO SANTO;APROVADO
416040209;BIOPSIAS MULTIPLAS INTRA-ABDOMINAIS EM ONCOLOGIA;3;0.0;;0;100347;ESPIRITO SANTO;APROVADO
416040250;RESSECÇÃO DE TUMOR RETROPERITONIAL EM ONCOLOGIA;3;0.0;;0;100348;ESPIRITO SANTO;APROVADO
416050018;AMPUTAÇÃO ABDOMINO-PERINEAL DE RETO EM ONCOLOGIA;3;0.0;;0;100349;ESPIRITO SANTO;APROVADO
416050050;EXCISÃO LOCAL DE TUMOR DO RETO EM ONCOLOGIA;3;0.0;;0;100350;ESPIRITO SANTO;APROVADO
404010121;EXERESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOCO;2;0.0;;0;100351;ESPIRITO SANTO;APROVADO
404020038;CORREÇÃO CIRÚRGICA DE FÍSTULA ORO-NASAL / ORO-SINUSAL;2;0.0;;0;100352;ESPIRITO SANTO;APROVADO
404020240;RECONSTRUÇÃO TOTAL OU PARCIAL DE NARIZ;2;0.0;;0;100353;ESPIRITO SANTO;APROVADO
405010150;SONDAGEM DE CANAL LACRIMAL SOB ANESTESIA GERAL;2;0.0;;0;100354;ESPIRITO SANTO;APROVADO
405040156;RECONSTITUICAO DE CAVIDADE ORBITÁRIA;2;0.0;;0;100355;ESPIRITO SANTO;APROVADO
406010021;ABERTURA DE ESTENOSE AORTICA VALVAR;2;0.0;;0;100356;ESPIRITO SANTO;APROVADO
406010072;ANASTOMOSE CAVO-PULMONAR TOTAL;2;0.0;;0;100357;ESPIRITO SANTO;APROVADO
406010544;FECHAMENTO DE COMUNICAÇÃO INTERVENTRICULAR;2;0.0;;0;100358;ESPIRITO SANTO;APROVADO
406010560;IMPLANTE DE CARDIOVERSOR DESFIBRILADOR DE CÂMARA ÚNICA TRANSVENOSO;2;0.0;;0;100359;ESPIRITO SANTO;APROVADO
406011036;TROCA DE ELETRODOS DE MARCAPASSO DE CÂMARA DUPLA;2;0.0;;0;100360;ESPIRITO SANTO;APROVADO
406011451;FECHAMENTO DE COMUNICACAO INTERATRIAL (CRIANÇA E ADOLESCENTE);2;0.0;;0;100361;ESPIRITO SANTO;APROVADO
406020191;LINFADENECTOMIA PÉLVICA;2;0.0;;0;100362;ESPIRITO SANTO;APROVADO
406020230;LINFADENECTOMIA RADICAL CERVICAL BILATERAL;2;0.0;;0;100363;ESPIRITO SANTO;APROVADO
406020264;LINFADENECTOMIA RADICAL INGUINAL UNILATERAL;2;0.0;;0;100364;ESPIRITO SANTO;APROVADO
406020388;PONTE-TROMBOENDARTERECTOMIA ILIACO-FEMURAL;2;0.0;;0;100365;ESPIRITO SANTO;APROVADO
406030103;RETIRADA DE CORPO ESTRANHO DE SISTEMA CARDIOVASCULAR POR TÉCNICAS HEMODINÂMICAS;2;0.0;;0;100366;ESPIRITO SANTO;APROVADO
406030154;FECHAMENTO PERCUTÂNEO DE COMUNICAÇÃO INTERATRIAL SEPTAL.;2;0.0;;0;100367;ESPIRITO SANTO;APROVADO
406040117;ANGIOPLASTIA INTRALUMINAL DE VASOS VISCERAIS COM STENT RECOBERTO;2;0.0;;0;100368;ESPIRITO SANTO;APROVADO
406040141;COLOCAÇÃO PERCUTÂNEA DE FILTRO DE VEIA CAVA (NA TROMBOSE VENOSA PERIFÉRICA E EMBOLIA PULMONAR);2;0.0;;0;100369;ESPIRITO SANTO;APROVADO
406040214;EMBOLIZAÇÃO DE MALFORMAÇÃO VASCULAR POR PUNÇÃO DIRETA (INCLUI DROGAS EMBOLIZANTES);2;0.0;;0;100370;ESPIRITO SANTO;APROVADO
406040281;RECONSTRUÇÃO DA BIFURCAÇÃO AORTO-ILÍACA COM ANGIOPLASTIA E STENTS;2;0.0;;0;100371;ESPIRITO SANTO;APROVADO
406040338;TRATAMENTO ENDOVASCULAR DO PSEUDOANEURISMA;2;0.0;;0;100372;ESPIRITO SANTO;APROVADO
407010289;TRATAMENTO CIRURGICO DE DIVERTICULO DO TUBO DIGESTIVO;2;0.0;;0;100373;ESPIRITO SANTO;APROVADO
407010335;TRATAMETO CIRURGICO DE MEGAESOFAGO SEM RESSECCAO / CONSERVADOR;2;0.0;;0;100374;ESPIRITO SANTO;APROVADO
407020012;AMPUTACAO COMPLETA ABDOMINO-PERINEAL DO RETO;2;0.0;;0;100375;ESPIRITO SANTO;APROVADO
407020020;AMPUTACAO POR PROCIDENCIA DE RETO;2;0.0;;0;100376;ESPIRITO SANTO;APROVADO
407020071;COLECTOMIA TOTAL;2;0.0;;0;100377;ESPIRITO SANTO;APROVADO
407020233;EXCISAO DE LESAO INTESTINAL / MESENTERICA LOCALIZADA;2;0.0;;0;100378;ESPIRITO SANTO;APROVADO
407020322;PLASTICA ANAL EXTERNA / ESFINCTEROPLASTIA ANAL;2;0.0;;0;100379;ESPIRITO SANTO;APROVADO
407030069;COLEDOCOTOMIA C/ OU S/ COLECISTECTOMIA;2;0.0;;0;100380;ESPIRITO SANTO;APROVADO
407030182;PANCREATECTOMIA PARCIAL;2;0.0;;0;100381;ESPIRITO SANTO;APROVADO
407040056;HERNIOPLASTIA DIAFRAGMATICA (VIA TORACICA);2;0.0;;0;100382;ESPIRITO SANTO;APROVADO
407040137;HERNIORRAFIA INGUINAL VIDEOLAPAROSCOPICA;2;0.0;;0;100383;ESPIRITO SANTO;APROVADO
408020121;REALINHAMENTO DE MECANISMO EXTENSOR DOS DEDOS DA MÃO;2;0.0;;0;100384;ESPIRITO SANTO;APROVADO
408020148;RECONSTRUÇÃO DE POLIA TENDINOSA DOS DEDOS DA MÃO;2;0.0;;0;100385;ESPIRITO SANTO;APROVADO
408020598;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE NA REGIÃO METAFISE-EPIFISÁRIA DISTAL DO RÁDIO E ULNA;2;0.0;;0;100386;ESPIRITO SANTO;APROVADO
408020628;TRATAMENTO CIRÚRGICO DE SINDACTILIA DA MÃO (POR ESPACO INTERDIGITAL);2;0.0;;0;100387;ESPIRITO SANTO;APROVADO
408030429;DISCECTOMIA CERVICAL ANTERIOR (ATÉ 2 NÍVEIS C/ MICROSCÓPIO);2;0.0;;0;100388;ESPIRITO SANTO;APROVADO
408050136;RECONSTRUCAO DE TENDAO PATELAR / TENDAO QUADRICIPITAL;2;0.0;;0;100389;ESPIRITO SANTO;APROVADO
408050322;REPARO DE BAINHA TENDINOSA AO NIVEL DO TORNOZELO;2;0.0;;0;100390;ESPIRITO SANTO;APROVADO
408050845;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO AO NÍVEL DO JOELHO;2;0.0;;0;100391;ESPIRITO SANTO;APROVADO
408060077;ARTROPLASTIA DE RESSECÇÃO DE PEQUENAS ARTICULAÇÕES;2;0.0;;0;100392;ESPIRITO SANTO;APROVADO
408060271;RESSECÇÃO DE TUMOR ÓSSEO E RECONSTRUÇÃO C/ ENXERTO;2;0.0;;0;100393;ESPIRITO SANTO;APROVADO
408060328;RETIRADA DE CORPO ESTRANHO INTRA-ARTICULAR;2;0.0;;0;100394;ESPIRITO SANTO;APROVADO
408060336;RETIRADA DE CORPO ESTRANHO INTRA-ÓSSEO;2;0.0;;0;100395;ESPIRITO SANTO;APROVADO
408060417;RETRAÇÃO CICATRICIAL DOS DEDOS C/ COMPROMETIMENTO TENDINOSO (POR DEDO);2;0.0;;0;100396;ESPIRITO SANTO;APROVADO
408060425;REVISÃO CIRÚRGICA DE COTO DE AMPUTAÇÃO DOS DEDOS;2;0.0;;0;100397;ESPIRITO SANTO;APROVADO
409010294;NEFROSTOMIA PERCUTANEA;2;0.0;;0;100398;ESPIRITO SANTO;APROVADO
409010308;NEFROURETERECTOMIA TOTAL;2;0.0;;0;100399;ESPIRITO SANTO;APROVADO
409010464;TRATAMENTO CIRURGICO DE FISTULA VESICO-RETAL;2;0.0;;0;100400;ESPIRITO SANTO;APROVADO
409040118;NEOSTOMIA DE EPIDIDIMO / CANAL DEFERENTE;2;0.0;;0;100401;ESPIRITO SANTO;APROVADO
409060143;HISTERECTOMIA TOTAL AMPLIADA (WERTHEIN-MEIGS);2;0.0;;0;100402;ESPIRITO SANTO;APROVADO
409060267;SALPINGOPLASTIA VIDEOLAPAROSCOPICA;2;0.0;;0;100403;ESPIRITO SANTO;APROVADO
409070190;MARSUPIALIZACAO DE GLANDULA DE BARTOLIN;2;0.0;;0;100404;ESPIRITO SANTO;APROVADO
409070238;TRATAMENTO CIRURGICO DE FISTULA RETO-VAGINAL;2;0.0;;0;100405;ESPIRITO SANTO;APROVADO
410010065;MASTECTOMIA SIMPLES;2;0.0;;0;100406;ESPIRITO SANTO;APROVADO
412020017;MEDIASTINOTOMIA EXPLORADORA PARA-ESTERNAL / POR VIA ANTERIOR;2;0.0;;0;100407;ESPIRITO SANTO;APROVADO
412020068;TIMECTOMIA;2;0.0;;0;100408;ESPIRITO SANTO;APROVADO
412040182;TRATAMENTO CIRÚRGICO DE DEFEITOS CONGÊNITOS DO TORAX;2;0.0;;0;100409;ESPIRITO SANTO;APROVADO
413040119;RECONSTRUCAO DE LOBULO DA ORELHA;2;0.0;;0;100410;ESPIRITO SANTO;APROVADO
413040151;TRANSFERENCIA INTERMEDIARIA DE RETALHO;2;0.0;;0;100411;ESPIRITO SANTO;APROVADO
413040194;TRATAMENTO CIRURGICO DE RETRACAO CICATRICIAL DO COTOVELO;2;0.0;;0;100412;ESPIRITO SANTO;APROVADO
416020232;LINFADENECTOMIA INGUINAL UNILATERAL EM ONCOLOGIA;2;0.0;;0;100413;ESPIRITO SANTO;APROVADO
416030254;LARINGECTOMIA PARCIAL EM ONCOLOGIA;2;0.0;;0;100414;ESPIRITO SANTO;APROVADO
416030262;LARINGECTOMIA TOTAL EM ONCOLOGIA;2;0.0;;0;100415;ESPIRITO SANTO;APROVADO
416030327;RESSECÇÃO DE PAVILHÃO AURICULAR EM ONCOLOGIA;2;0.0;;0;100416;ESPIRITO SANTO;APROVADO
416040268;RESSECÇÃO ALARGADA DE TUMOR DE PARTES MOLES DE PAREDE ABDOMINAL EM ONCOLOGIA;2;0.0;;0;100417;ESPIRITO SANTO;APROVADO
416050115;PROCTOCOLECTOMIA TOTAL EM ONCOLOGIA;2;0.0;;0;100418;ESPIRITO SANTO;APROVADO
416060056;HISTERECTOMIA COM RESSECÇÃO DE ÓRGÃOS CONTÍGUOS EM ONCOLOGIA;2;0.0;;0;100419;ESPIRITO SANTO;APROVADO
416110053;TORACOTOMIA EXPLORADORA EM ONCOLOGIA;2;0.0;;0;100420;ESPIRITO SANTO;APROVADO
416110088;TIMECTOMIA EM ONCOLOGIA;2;0.0;;0;100421;ESPIRITO SANTO;APROVADO
404010385;TRATAMENTO CIRURGICO DE ESTENOSE DO CONDUTO AUDITIVO;1;0.0;;0;100422;ESPIRITO SANTO;APROVADO
404020089;EXCISÃO DE RÂNULA OU FENÔMENO DE RETENÇÃO SALIVAR;1;0.0;;0;100423;ESPIRITO SANTO;APROVADO
404020143;GLOSSECTOMIA PARCIAL;1;0.0;;0;100424;ESPIRITO SANTO;APROVADO
404020178;MAXILECTOMIA PARCIAL;1;0.0;;0;100425;ESPIRITO SANTO;APROVADO
404020313;RETIRADA DE CORPO ESTRANHO DOS OSSOS DA FACE;1;0.0;;0;100426;ESPIRITO SANTO;APROVADO
404020321;RINOPLASTIA PARA DEFEITOS PÓS-TRAUMÁTICOS;1;0.0;;0;100427;ESPIRITO SANTO;APROVADO
404020453;OSTEOTOMIA DA MAXILA;1;0.0;;0;100428;ESPIRITO SANTO;APROVADO
405010010;CORRECAO CIRURGICA DE ENTROPIO E ECTROPIO;1;0.0;;0;100429;ESPIRITO SANTO;APROVADO
405010133;RECONSTITUICAO TOTAL DE PALPEBRA;1;0.0;;0;100430;ESPIRITO SANTO;APROVADO
405030134;VITRECTOMIA ANTERIOR;1;0.0;;0;100431;ESPIRITO SANTO;APROVADO
405030169;VITRECTOMIA POSTERIOR COM INFUSÃO DE PERFLUOCARBONO E ENDOLASER;1;0.0;;0;100432;ESPIRITO SANTO;APROVADO
405040105;EXPLANTE DE LENTE INTRA OCULAR;1;0.0;;0;100433;ESPIRITO SANTO;APROVADO
405050097;FACECTOMIA C/ IMPLANTE DE LENTE INTRA-OCULAR;1;0.0;;0;100434;ESPIRITO SANTO;APROVADO
405050151;IMPLANTE SECUNDARIO DE LENTE INTRA-OCULAR - LIO;1;0.0;;0;100435;ESPIRITO SANTO;APROVADO
406010196;CORREÇÃO DE COMUNICAÇÃO INTERVENTRICULAR;1;0.0;;0;100436;ESPIRITO SANTO;APROVADO
406010633;IMPLANTE DE MARCAPASSO CARDÍACO MULTI-SITIO TRANSVENOSO;1;0.0;;0;100437;ESPIRITO SANTO;APROVADO
406010641;IMPLANTE DE MARCAPASSO DE CÂMARA DUPLA EPIMIOCÁRDICO;1;0.0;;0;100438;ESPIRITO SANTO;APROVADO
406010811;PLÁSTICA VALVAR C/ REVASCULARIZAÇÃO MIOCÁRDICA;1;0.0;;0;100439;ESPIRITO SANTO;APROVADO
406010862;REPOSICIONAMENTO DE ELETRODOS DE MARCAPASSO;1;0.0;;0;100440;ESPIRITO SANTO;APROVADO
406011281;AMPLIAÇÃO DE VIA DE SAÍDA DO VENTRÍCULO DIREITO E/OU RAMOS PULMONARES (CRIANÇA E ADOLESCENTE);1;0.0;;0;100441;ESPIRITO SANTO;APROVADO
406020248;LINFADENECTOMIA RADICAL CERVICAL UNILATERAL;1;0.0;;0;100442;ESPIRITO SANTO;APROVADO
406020345;PONTE FEMORO-FEMURAL CRUZADA;1;0.0;;0;100443;ESPIRITO SANTO;APROVADO
406020361;PONTE-TROMBOENDARTERECTOMIA AORTO-ILÍACA;1;0.0;;0;100444;ESPIRITO SANTO;APROVADO
406030090;FECHAMENTO PERCUTÂNEO DO CANAL ARTERIAL / FISTULAS ARTERIOVENOSAS COM LIBERAÇÃO DE COILS;1;0.0;;0;100445;ESPIRITO SANTO;APROVADO
406040044;ANGIOPLASTIA INTRALUMINAL DE AORTA, VEIA CAVA / VASOS ILÍACOS (SEM STENT);1;0.0;;0;100446;ESPIRITO SANTO;APROVADO
406040087;ANGIOPLASTIA INTRALUMINAL DE VASOS DO PESCOÇO / TRONCOS SUPRA-AÓRTICOS (SEM STENT);1;0.0;;0;100447;ESPIRITO SANTO;APROVADO
406040273;OCLUSÃO PERCUTÂNEA ENDOVASCULAR DE ARTÉRIA / VEIA;1;0.0;;0;100448;ESPIRITO SANTO;APROVADO
406040311;TRATAMENTO DE HEMOPTISE POR EMBOLIZAÇÃO PERCUTÂNEA (INCLUI ESTUDO ANGIOGRÁFICO);1;0.0;;0;100449;ESPIRITO SANTO;APROVADO
407010050;ESOFAGECTOMIA VIDEOLAPAROSCOPICA;1;0.0;;0;100450;ESPIRITO SANTO;APROVADO
407010130;GASTRECTOMIA PARCIAL C/ OU S/ VAGOTOMIA;1;0.0;;0;100451;ESPIRITO SANTO;APROVADO
407010165;GASTROENTEROANASTOMOSE;1;0.0;;0;100452;ESPIRITO SANTO;APROVADO
407020080;COLECTOMIA VIDEOLAPAROSCOPICA;1;0.0;;0;100453;ESPIRITO SANTO;APROVADO
407020268;FECHAMENTO DE FISTULA DE RETO;1;0.0;;0;100454;ESPIRITO SANTO;APROVADO
407020292;HERNIORRAFIA C/ RESSECCAO INTESTINAL (HERNIA ESTRANGULADA);1;0.0;;0;100455;ESPIRITO SANTO;APROVADO
407020411;RETOSSIGMOIDECTOMIA ABDOMINO-PERINEAL;1;0.0;;0;100456;ESPIRITO SANTO;APROVADO
407030166;HEPATOTOMIA E DRENAGEM DE ABSCESSO / CISTO;1;0.0;;0;100457;ESPIRITO SANTO;APROVADO
407030204;PANCREATO-DUODENECTOMIA;1;0.0;;0;100458;ESPIRITO SANTO;APROVADO
407030247;TRATAMENTO CIRURGICO DE CISTOS PANCREATICOS;1;0.0;;0;100459;ESPIRITO SANTO;APROVADO
408010061;ARTROPLASTIA ESCAPULO-UMERAL TOTAL - REVISÃO / RECONSTRUÇÃO;1;0.0;;0;100460;ESPIRITO SANTO;APROVADO
408010223;TRATAMENTO CIRURGICO DE RETARDO DE CONSOLIDACAO DA PSEUDARTROSE DE CLAVICULA / ESCAPULA;1;0.0;;0;100461;ESPIRITO SANTO;APROVADO
408020571;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO ÚMERO;1;0.0;;0;100462;ESPIRITO SANTO;APROVADO
408020610;TRATAMENTO CIRÚRGICO DE ROTURA / DESINSERÇÃO / ARRANCAMENTO CAPSULO-TENO-LIGAMENTAR NA MÃO;1;0.0;;0;100463;ESPIRITO SANTO;APROVADO
408030011;ARTRODESE CERVICAL / CERVICO TORÁCICA POSTERIOR CINCO NIVEIS;1;0.0;;0;100464;ESPIRITO SANTO;APROVADO
408030240;ARTRODESE TORACO-LOMBO-SACRA ANTERIOR DOIS NIVEIS;1;0.0;;0;100465;ESPIRITO SANTO;APROVADO
408030445;DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NÍVEIS);1;0.0;;0;100466;ESPIRITO SANTO;APROVADO
408030771;TRATAMENTO CIRURGICO DESCOMPRESSIVO AO NIVEL DO DESFILADEIRO TORACICO;1;0.0;;0;100467;ESPIRITO SANTO;APROVADO
408050101;PATELECTOMIA TOTAL OU PARCIAL;1;0.0;;0;100468;ESPIRITO SANTO;APROVADO
408050390;TRANSFERENCIA MUSCULAR / TENDINOSA NO MEMBRO INFERIOR;1;0.0;;0;100469;ESPIRITO SANTO;APROVADO
408050675;TRATAMENTO CIRÚRGICO DE LESÃO EVOLUTIVA FISÁRIA NO MEMBRO INFERIOR;1;0.0;;0;100470;ESPIRITO SANTO;APROVADO
408050748;TRATAMENTO CIRÚRGICO DE PÉ PLANO VALGO;1;0.0;;0;100471;ESPIRITO SANTO;APROVADO
408050772;TRATAMENTO CIRÚRGICO DE PÉ TORTO CONGÊNITO INVETERADO;1;0.0;;0;100472;ESPIRITO SANTO;APROVADO
408050829;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO / PERDA ÓSSEA DO PÉ;1;0.0;;0;100473;ESPIRITO SANTO;APROVADO
408050870;TRATAMENTO CIRÚRGICO DE PSEUDARTROSE / RETARDO DE CONSOLIDAÇÃO/ PERDA ÓSSEA DA METÁFISE TIBIAL;1;0.0;;0;100474;ESPIRITO SANTO;APROVADO
408060107;DIAFISECTOMIA DE OSSOS LONGOS;1;0.0;;0;100475;ESPIRITO SANTO;APROVADO
408060115;ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MÃO E DO PÉ;1;0.0;;0;100476;ESPIRITO SANTO;APROVADO
408060158;MANIPULAÇÃO ARTICULAR;1;0.0;;0;100477;ESPIRITO SANTO;APROVADO
408060344;RETIRADA DE ESPAÇADORES / OUTROS MATERIAIS;1;0.0;;0;100478;ESPIRITO SANTO;APROVADO
408060387;RETIRADA DE PRÓTESE DE SUBSTITUIÇÃO DE GRANDES ARTICULAÇÕES (OMBRO / COTOVELO / QUADRIL / JOELHO);1;0.0;;0;100479;ESPIRITO SANTO;APROVADO
408060450;TENOMIORRAFIA;1;0.0;;0;100480;ESPIRITO SANTO;APROVADO
408060549;TRANSPOSIÇÃO / TRANSFERÊNCIA MIOTENDINOSA ÚNICA;1;0.0;;0;100481;ESPIRITO SANTO;APROVADO
409010049;CISTECTOMIA TOTAL E DERIVACAO EM 1 SO TEMPO;1;0.0;;0;100482;ESPIRITO SANTO;APROVADO
409010120;DIVERTICULECTOMIA VESICAL;1;0.0;;0;100483;ESPIRITO SANTO;APROVADO
409010456;TRATAMENTO CIRURGICO DE FISTULA VESICO-ENTERICA;1;0.0;;0;100484;ESPIRITO SANTO;APROVADO
409010570;URETEROPLASTIA;1;0.0;;0;100485;ESPIRITO SANTO;APROVADO
409020168;URETROSTOMIA PERINEAL / CUTANEA / EXTERNA;1;0.0;;0;100486;ESPIRITO SANTO;APROVADO
409030031;PROSTATOVESICULECTOMIA RADICAL;1;0.0;;0;100487;ESPIRITO SANTO;APROVADO
409040037;EPIDIDIMECTOMIA;1;0.0;;0;100488;ESPIRITO SANTO;APROVADO
409040070;EXERESE DE CISTO DE EPIDIDIMO;1;0.0;;0;100489;ESPIRITO SANTO;APROVADO
409060232;SALPINGECTOMIA UNI / BILATERAL;1;0.0;;0;100490;ESPIRITO SANTO;APROVADO
409070203;OPERACAO DE BURCH;1;0.0;;0;100491;ESPIRITO SANTO;APROVADO
409070289;TRATAMENTO CIRURGICO DE VAGINA SEPTADA / ATRESICA;1;0.0;;0;100492;ESPIRITO SANTO;APROVADO
409070300;VULVECTOMIA SIMPLES;1;0.0;;0;100493;ESPIRITO SANTO;APROVADO
412030012;DESCORTICAÇÃO PULMONAR;1;0.0;;0;100494;ESPIRITO SANTO;APROVADO
412050013;BULECTOMIA UNI OU BILATERAL;1;0.0;;0;100495;ESPIRITO SANTO;APROVADO
413030083;TRATAMENTO DE GINECOMASTIA OU PSEUDOGINECOMASTIA EM PACIENTE COM LIPODISTROFIA DECORRENTE DO USO DE ANTI-RETROVIRAIS;1;0.0;;0;100496;ESPIRITO SANTO;APROVADO
413040046;DERMOLIPECTOMIA ABDOMINAL NAO ESTETICA (PLASTICA ABDOMINAL);1;0.0;;0;100497;ESPIRITO SANTO;APROVADO
413040089;MAMOPLASTIA PÓS-CIRURGIA BARIÁTRICA;1;0.0;;0;100498;ESPIRITO SANTO;APROVADO
413040097;PREPARO DE RETALHO;1;0.0;;0;100499;ESPIRITO SANTO;APROVADO
416010113;ORQUIECTOMIA UNILATERAL EM ONCOLOGIA;1;0.0;;0;100500;ESPIRITO SANTO;APROVADO
416020160;LINFADENECTOMIA RADICAL MODIFICADA CERVICAL UNILATERAL EM ONCOLOGIA;1;0.0;;0;100501;ESPIRITO SANTO;APROVADO
416020259;LINFADENECTOMIA INGUINO-ILIACA UNILATERAL EM ONCOLOGIA;1;0.0;;0;100502;ESPIRITO SANTO;APROVADO
416030084;PARATIREOIDECTOMIA TOTAL EM ONCOLOGIA;1;0.0;;0;100503;ESPIRITO SANTO;APROVADO
416030092;PAROTIDECTOMIA TOTAL EM ONCOLOGIA;1;0.0;;0;100504;ESPIRITO SANTO;APROVADO
416030149;RESSECÇÃO EM CUNHA DE LÁBIO E SUTURA EM ONCOLOGIA;1;0.0;;0;100505;ESPIRITO SANTO;APROVADO
401020010;ENXERTO COMPOSTO;3;0.593;10;2;100001;MARANHÃO;APROVADO
401020029;ENXERTO DERMO-EPIDERMICO;4;0.593;10;3;100002;MARANHÃO;APROVADO
401020045;EXCISAO E ENXERTO DE PELE (HEMANGIOMA, NEVUS OU TUMOR );365;0.593;10;217;100003;MARANHÃO;APROVADO
401020061;EXERESE DE CISTO BRANQUIAL;55;0.593;10;33;100004;MARANHÃO;APROVADO
401020070;EXERESE DE CISTO DERMOIDE;1103;0.593;10;655;100005;MARANHÃO;APROVADO
401020088;EXERESE DE CISTO SACRO-COCCIGEO;19;0.593;10;12;100006;MARANHÃO;APROVADO
401020096;EXERESE DE CISTO TIREOGLOSSO;47;0.593;10;28;100007;MARANHÃO;APROVADO
401020100;EXTIRPACAO E SUPRESSAO DE LESAO DE PELE E DE TECIDO CELULAR SUBCUTANEO;708;0.593;10;420;100008;MARANHÃO;APROVADO
401020150;TRATAMENTO CIRURGICO DO SINUS PRE-AURICULAR;18;0.593;10;11;100009;MARANHÃO;APROVADO
403010012;CRANIOPLASTIA;38;0.593;10;23;100010;MARANHÃO;APROVADO
403010098;DERIVACAO VENTRICULAR EXTERNAR-SUBGALEAL EXTERNA;46;0.593;10;28;100011;MARANHÃO;APROVADO
403010101;DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE;171;0.593;10;102;100012;MARANHÃO;APROVADO
403010187;REVISAO DE DERIVACAO VENTRICULAR PARA PERITONEO / ATRIO / PLEURA / RAQUE;26;0.593;10;16;100013;MARANHÃO;APROVADO
403020077;NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS;54;0.593;10;33;100014;MARANHÃO;APROVADO
404010016;ADENOIDECTOMIA;122;0.593;10;73;100015;MARANHÃO;APROVADO
404010024;AMIGDALECTOMIA;73;0.593;10;44;100016;MARANHÃO;APROVADO
404010032;AMIGDALECTOMIA C/ ADENOIDECTOMIA;255;0.593;10;152;100017;MARANHÃO;APROVADO
404010121;EXERESE DE TUMOR DE VIAS AEREAS SUPERIORES, FACE E PESCOCO;48;0.593;10;29;100018;MARANHÃO;APROVADO
404010318;RETIRADA DE CORPO ESTRANHO DE OUVIDO / FARINGE / LARINGE / NARIZ;16;0.593;10;10;100019;MARANHÃO;APROVADO
